Restaurant	Note	Prix	Cuisine	Service	Avis	URL
L'Entrecôte	5.0	NE	Positive	Positive	Accueil très sympathique ,serveuse avec de grands sourires et nourriture excellentes .frites délicieuse ,viande très bonne et sauce à ne plus rien laisser dans l’assiette.	https://www.tripadvisor.fr/Restaurant_Review-g187265-d2075406-Reviews-or195-L_Entrecote-Lyon_Rhone_Auvergne_Rhone_Alpes.html
La Belle Idée - Grenoble	4.0	Positive	Neutre	Positive	Accueil sympathique. Le lieu est petit, pensez à réserver si vous voulez être surs d'avoir de la place.  Côté assiette, rien à redire. On est dans du traditionnel, plutôt bien fait, mais que je placerai en-dessous de certaines autres adresses à Grenoble dans la même catégorie, d'où ma note de 4.   De bons desserts. Une carte de vins correcte. Un bon rapport qualité prix avec les menus à 20 et 25€.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r653284288-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Brasserie Georges - Lyon	3.0	NE	Négative	NE	pour un temple de la gastronomie, je suis extrêmement déçu,mon frère s'était  fait un plaisir de m'inviter à la célèbre Brasserie Georges, certes le cadre est inhabituel pour moi qui vint de ma campagne du sud de la France . l'ambiance est enjoué, voir joué par les personnes qui vous prennent les commandes, agréable parfois, gênant par autre fois. je ne suis pas leurs potes, les serveurs font leur service de manières professionnelles, que dire des assiettes, LAMENTABLE? copieuses certes, mais qu'elle mauvaise qualité........, je  garderais un bon souvenir de cette soirée passée en famille, je n'en dirais pas autant de la choucroute tiède, du jarret de porc dur, de la knack ainsi que de l'échine de porc, le tout servi tiède, les trois bougies sensés maintenir le reste de choucroute au chaud pour l'apparat (ridicule) précision ce soir, pas de jarret avec choucroute à 23€, mais jarret avec choucroute impériale à 29€, je ne commente pas le repas de ma famille qui ont leurs propres avis, sachez qu'il sont de la région Lyonnaise depuis 25 ans, mais qu'il se garderons à l'avenir d'inviter dans cet établissement. je vous remercie de votre attention,vous laissant seul juge de vos expériences de cette maison réputée...........................	https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-or195-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Le Marrakech - Annecy	4.0	Neutre	Positive	Positive	Très bon restaurant marocain à Annecy , proposant toutes les spécialités du pays. ( notamment très bon couscous) Sallle décorée de façon typique.  ( on s’y croirait.).   Bon acceuil   Prix modérés	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or105-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Une Semaine sur Deux - Grenoble	4.0	NE	Positive	Positive	Deuxième fois que je reviens ici:La carte n’a pas changé mais les produits restent bons et frais.Service rapide et agréable dans l’ensemble.Salle en revanche très bruyante et tables très rapprochées, ce qui est surprenant en cette période de Covid …	https://www.tripadvisor.fr/ShowUserReviews-g187264-d3580943-r802922422-Une_Semaine_sur_Deux-Grenoble_Isere_Auvergne_Rhone_Alpes.html
La Ferme à Dédé - Grenoble	3.0	NE	Négative	Négative	Repas de petit groupe, 8 personnes à midi Service assez long avec une erreur dans les commandes Cuisine de base assez copieuse Nous sommes un peu déçus	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718658-r741486099-La_Ferme_a_Dede_Grenoble_Centre-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Le Gratin Dauphinois - Grenoble	5.0	Positive	Positive	Positive	Un super restaurant avec des serveurs très sympathique et souriant.Les plats sont de très bonne qualité et sont servis en quantité.Cela faisait longtemps que nous n’avions pas fait un restaurant où tout le monde ressort ravis. Je vous le conseille fortement et nous reviendrons.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r650981990-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
"""""""Terre Adélice - Lyon"""""""	1.0	Négative	Positive	Négative	"""""""On nous avait vanté les bonnes glaces en face de notre hôtel. Alors oui, la glace est bonne mais l'accueil et le service en terrasse sont déplorables. Le tout est horriblement cher. Il a fallu réclamer le verre d'eau normalement servi avec la glace. En résumé vous achetez trois boules de glaces pour 13€ et voir des serveuses qui font la tronche. Un conseil : prenez une glace à emporter!"""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g187265-d2443980-r266468205-Terre_Adelice_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html"""""""
Chalet la Pricaz - Montmin	4.0	NE	Positive	Positive	Passage obligatoire au chalet lorsque nous avons des visites de la famille et d’amis. Un service toujours au top, des plats traditionnels typiques savoyards, et un point de vue à couper le souffle à toute saison et toute heure.  Nos x visites annuelles confirment notre engouement pour ce restaurant. Nous n’avons -pour l’heure- jamais été déçus. Recommandation ++	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r967658480-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Le Bombay	5.0	NE	Positive	Positive	Ce qui m'étonne vraiment beaucoup, c'est de voir des gens qui ont le culot de mettre des avis négatifs sur la nourriture et le décor !!! Ce restaurant est une vraie merveille pour les yeux et le palais. Service soigné, bonnes matières premières dans les plats, de l'agneau curry sans le moindre bout de gras... et choix du niveau de piment dans les plats en sauce. Bonne hygiène jusque dans les toilettes. Pensez à réserver avant !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d795433-r566958379-Le_Bombay-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Le Gratin Dauphinois - Grenoble	5.0	NE	Positive	NE	Très belle carte avec diverses propositions et produits de qualité. Belles assiettes. Les Desserts sont fait maison le TOP...	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r715312994-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Le Chalet Restaurant - Annecy	1.0	NE	NE	Négative	Nous avons souhaité retenir une table dans ce restaurant, nous nous sommes présentés à 11h50 sur la terrasse où nous avons vu du personnel assis autour d’une table , nous nous sommes approchés de celle ci , c’est alors qu’une responsable s’est levée en nous disant que le restaurant était fermé, qu’il n’ouvrait qu’à 12 h ,qu’ils étaient en pause et que si nous voulions réserver une table nous n’avions qu’à aller sur leur site et cela sur un ton très désagréable ;nous faisant très bien comprendre qu’on les dérangerait. L’arrogance de cette personne nous a sidéré et nous sommes repartis en n’ayant aucune envie de revenir pour déjeuner dans cet établissement tant ces propos étaient tenus sur un ton très méprisant ! Alors que  pour notre part nous avons pas eu le temps de nous exprimer !	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r962755567-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
La veyrie - Bernin	4.0	NE	Neutre	Positive	Diner en famille. L'accueil est très bien, les plats sont bons même si pas de chance il n'y avait plus tout ce qui était marqué sur le menu il a fallu faire d'autres choix. Quant au  vin, nous conseiller un vacqeyras quand il n'y a plus de saumur-champigny.... ce n'est pas terrible;  Mais les plats sont bons et l'accueil est très bien.	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r514602489-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Brasserie Georges - Lyon	5.0	NE	Positive	Positive	Situation idéale proche de la Gare Perrache. Un cadre typique de ces brasseries françaises avec ses plafonds hauts, ses séparations vitrées et ses nombreuses tables aux nappes blanches en tissu. Cerise sur le gâteau…des bières « maison » de bonne qualité. La carte est conforme aux attentes en ce lieu avec des escargots, des huîtres, des choucroutes, un tartare de bœuf préparé à table, os à moëlle, etc… Les rations sont copieuses, le personnel sympa et attentionné.	https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-or180-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Brasserie Georges - Lyon	2.0	Neutre	Négative	Positive	La qualité du service ne fait pas oublier la médiocrité des plats ! Nous avons pris une choucroute royale, choucroute graillonne, charcuterie cartonneuse, et une choucroute poisson qui ne valait gère mieux. Du bas de gamme de grande surface. Le prix est correct mais le rapport qualité/prix  médiocre.	https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-or90-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Le Marrakech - Annecy	2.0	NE	Négative	NE	ça commence par de la publicité mensongère avec un panneau (portable) qui affiche la formule du midi à 12€, mais uniquement valide en semaine, c'est samedi...  J'ai prit un tajine agneau, pas vraiment de goût, légumes trop cuit à limite de la soupe. Je n'ai pas fini mon plat, j'ai mangé un peut parce que j'avais faim et croyez-mois je peux compter sur mes doigts les fois où je n'ai pas terminer un plat. Si vous connaissez la bonne cuisine marocaine, vous allez être déçus!	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or150-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
La Belle Idée - Grenoble	5.0	NE	Positive	Positive	Une de mes adresse préférée sur Grenoble, les repas sont délicieux, pour avoir testé une bonne partie de la carte 😊 faites moi confiance.  L’accueil  est chaleureux, on s’y sent bien dès qu’on a passé la porte. Le patron a toujours le sourire et un petit mot attentionné pour chaque table. Habitués de cette adresse, « notre » serveur Nath nous fait passer un bon moment chaque fois. On se régale bouchée après bouchée,  grâce à un cuisinier qui transmet son amour pour la cuisine dans nos assiettes. Entre ami(e)s, en couple ou en famille l’esprit est convivial.  Merci à toute l’équipe pour votre sympathie et votre amour culinaire ♥️	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r877466274-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Les Grands Buffets - Narbonne	5.0	NE	Positive	Positive	"""On ne peut que vous recommander de venir déjeuner ou dîner dans ce superbe restaurant !!! les ambiances et décorations des salles sont magnifiques. l'Organisation, l'Accueil, le Service et la Restauration --> tout était parfait !!! De l'entrée au dessert nous avons très bien mangé """"On vous recommande la rôtisserie avec ses plats à la demande"""" tellement de choses à déguster, nous reviendrons sans hésitations👍"""	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r968906241-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
Les Terrasses Poulard - Le Mont-Saint-Michel	1.0	NE	Négative	Positive	Mauvaise pioche ... les premières tables prises d’assaut avant 18h30 ont une belle vue ... ensuite c’est plus limité  Au moins le service est efficace et rapide et vous ressortez vite de cette cantine  Parlons de ce qui se trouve dans l’assiette : omelette posée sur les frites qui s’incrustent dedans ... consistance d’un bout de pneu ... frites grasses.  Seules les crêpes et les galettes semblent relever le niveau de cette mauvaise cantine Autre chose : outre qu’ils n’avaient plus de cidre brut (limite pour un restaurant normand !!), le cidre rosé servi est de piètre qualité et il était tiédasse au lieu d’être frais L’eau n’est pas fraîche non plus et il faut la réclamer deux fois À eviter	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r612135963-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
Shunbun - Grenoble	3.0	NE	Négative	NE	"""Décue par mon passage chez Shunbun : ce sera le premier et sûrement le dernier. Le riz des sushis était à la fois trop cuit et trop vinaigré, ce qui rendait le menu du jour assez écoeurant. Et pour moi, du riz trop cuit, dans un restaurant de sushis, ce n'est juste un """"No Go"""" !"""	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r761923708-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
La Belle Idée - Grenoble	5.0	Positive	Positive	NE	Déjeuner en terrasse le midi, excellent rapport qualité prix: plat+dessert à 19€: 3 plats au choix et 3 desserts au choix. Et fait maison. Je recommande	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r893922811-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Brasserie Georges - Lyon	3.0	NE	NE	Neutre	Service correct malgré un sérieux décalage entre les convives .. Le 2 eme et le 3eme servis un quart d heure après le premier … Plats bons  Mais n’y allait pas à 3 car des dizaines de couples vont vous passer devant . A table après une heure d attente alors que les couples n attendent pratiquement pas !! A revoir monsieur Georges !! 3 étoiles malgré tout !!	https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-or30-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Le Chalet Restaurant - Annecy	4.0	NE	Positive	NE	Toujours aussi bien, je suis habitué de ce restaurant la qualité est toujours au rendez-vous, merci au patron pour maintenir cette qualité, c’est rare de nos jour, merci aux patrons,  voilà la raison de notre fidélité!	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r944436458-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
La Belle Idée - Grenoble	4.0	Positive	Positive	NE	Nous avons pris les menus entrée plat dessert et nous avons tout apprécié. Très bon rapport qualité prix. Le veau est vraiment savoureux.  Et la soupe de potimaron délicieuse.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r562649256-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
La Fondue - Grenoble	4.0	NE	Positive	Positive	Acceuil chaleureux et souriant tout comme le service.Nous avons opté pour une raclette qui était copieuse tant en charcuterie qu en fromage. Un petit conseil, réservez car sinon vous risquez de rester sur votre faim.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718663-r243282637-La_Fondue-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Shunbun - Grenoble	5.0	Positive	Positive	Négative	Excellents sushis, bon rapport qualité /prix, menu à 23 très satisfaisant.Petite déception au niveau du service, obligé de demander la carte au bout d’un quart d’heure d’attente et seau à glace manquant avec le rosé.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r802693476-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Une Semaine sur Deux - Grenoble	4.0	NE	Positive	Positive	La qualité est au RDV. Le serveur présent juste ce qu'il faut.Le gros bémol: le bruit. En mezzanine, il a été difficile de s'entendre pourtant nous n'étions que 2.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d3580943-r688332561-Une_Semaine_sur_Deux-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Chalet la Pricaz - Montmin	3.0	NE	Négative	NE	Nous y étions déjà allés plusieurs fois par le passé mais nous avons été déçus : un temps fou pour qu’on vienne prendre notre commande, la tartiflette se résume à beaucoup de pommes de terre et peu de fromage (trop cuit en plus), la viande avait un arrière goût de grille-viande mal nettoyé. Vraiment déçus !	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r804825953-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
La veyrie - Bernin	4.0	NE	Positive	Positive	"""De très belles assiettes, un service au top et rapide devant un paysage magnifique. Le dessert """"Profiterolles"""" est à tomber !"""	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r481660151-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Une Semaine sur Deux - Grenoble	3.0	Négative	Positive	Positive	Une soirée agreable entre amis Des plats simples mais bons .Du personnel jeune, pro et très sympa.Une salle un peu petite et très bruyante « ambiance cantine »Les mêmes plats avec les mêmes formules affichés à des prix beaucoup plus importants le soir que le midi Ex : formule entrée plat dessert à 20€ le midi et 32 le soir !!!Incompréhensible !!!Je ne pense pas y retourner car un rapport qualité prix trop déséquilibré .	https://www.tripadvisor.fr/ShowUserReviews-g187264-d3580943-r619567662-Une_Semaine_sur_Deux-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Brasserie Chavant Grenoble	5.0	NE	Positive	Positive	Après une dispute entre amoureux, ce lieu a calmé les tensions : un endroit vraiment superbe ( une véritable surprise, en plein centre de Grenoble ! ), une equipe très agréable et des plats délicieux. Un sans faute, merci,on reviendra !	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or30-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Les Terrasses Poulard - Le Mont-Saint-Michel	2.0	Négative	Négative	Négative	Restaurant avec une nourriture de mauvaise qualité, nous avons tous eu mal au ventre après le repas et c'est donc cher pour ce que c'est. De plus, les couverts n'etaient pas très propres. Certains serveurs et la responsable étaient désagréables, on avait l'impression de les déranger.	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r608977762-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
La veyrie - Bernin	4.0	NE	Positive	Positive	Une valeur sûre . Une équipe très accueillante et attentionnée . Une nourriture qui se raffine avec le temps	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r773764110-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Le Chalet Restaurant - Annecy	5.0	NE	Positive	NE	Comme d’habitude, une moment agréable en famille au bord des canaux de la vieille ville de Annecy, un cadre magnifique une bonne cuisine tout est là, merci ne changez rien, je viens toujours avec plaisir merci	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r958140326-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Les Grands Buffets - Narbonne	1.0	Négative	NE	NE	Une honte  Nous avions réservé pour 6 personnes , hospitalisée et opérée en urgence je n ai pas pu me rendre au restaurant  J ai avertie 10 jours avant , ils ont prélevé 210 euros sur mon compte alors que vraiment ce n était pas volontaire  Ma table a du être donner desuite  Honteux !!!!!	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r960667151-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
Le Chalet Restaurant - Annecy	5.0	NE	Positive	Positive	Endroit très charmant avec un patron et des serveurs au top et très gentils. La carte change été et hiver. Les plats sont variés! Je recommande les yeux fermés. On ne s'en lasse pas.	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r938669343-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Le Bombay	2.0	NE	Positive	Négative	Salle de restaurant à la décoration traditionnelle splendide, cuisine délicieuse... Mais... Le service était d'une lenteur ! J'avais réservé pour 20h mais le serveur nous a fait attendre 30 minutes debout avant de nous installer. Nous n'avons pas eu notre entrée avant 21h15 au final. Puis après, une immense attente entre les plats encore...   La cuisine y est délicieuse mais elle ne justifie pas une telle attente. Il y a clairement un manque de personnel et un manque d'organisation.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d795433-r726365089-Le_Bombay-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Les Terrasses Poulard - Le Mont-Saint-Michel	1.0	Négative	Négative	Neutre	Il faut bien manger et comme beaucoup de restaurants sont encore fermés, on a fini là, alors que j'avais juré de ne pas y revenir.  Rapport qualité prix exécrable. Crêpes froides et cartonneuses. Pichet de cidre de 50 cl à 18 €. Salle et sol défraîchis (Ils ont eut 3 mois pour y remédier....). Baies vitrées pleines de mastics. Le personnel de salle est efficace mais pris en otage par l'établissement comme nous. Le pire c'est qu'ils vont continuer à faire le plein et faire honte aux vrais restaurateurs.	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r760427903-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
Brasserie Chavant Grenoble	5.0	NE	Positive	Positive	Un moment en famille parfait autour de plats tous aussi bons les uns que les autres ! L’attente peut-être longue pour d’autres clients mais nous nous n’avons pas vu le temps passé.  Les serveurs très organisés, à l’écoute et disponibles. Nous sommes sortis très contents de la découverte de ce lieu ! C’est certain que nous reviendrons dans cet établissement !	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or75-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
La Fondue - Grenoble	4.0	NE	Positive	Positive	Seconde fois que nous y allons ! Accueil agréable, discret et très efficace ! Les fondues sont préparées devant nous ! Nous sommes servies très rapidement ! Et ce fut un régal !!! La 1ère et la seconde fois ! La fondue aux cèpes est délicieuse ! Des cèpes à revendre ! Et en plus les portions sont généreuses ! Et pour finir le génépi est offert ! Que demander de mieux : de bonnes fondues, une service rapide, un joli cadre !  Contrat rempli ! Nous reviendrons avec plaisir  (Quand je lis certains avis je me demande si je suis allée au même endroit !!!)	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718663-r886664853-La_Fondue-Grenoble_Isere_Auvergne_Rhone_Alpes.html
La Fondue - Grenoble	5.0	Positive	Positive	Positive	Très bon restaurant situé en plein centre ville. Très bon accueil chaleureux. Nous y sommes allés le midi et les formules sont excellentes pour un prix plus que doux. Des tartines au fromage et jambon cru sur lit de salade en quantité gigantesque.Un verre de vin, café et même génépi le tout pour 10€50. Des plats préparés à la demande et cuisine maison. Que demander de mieux?? N hésitez pas allez y.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718663-r165050524-La_Fondue-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Brasserie Chavant Grenoble	3.0	NE	Neutre	Négative	Guindé & design pourraient être les mots d'ordre ici. Malheureusement le service est inattentionné, même défaillant. En plus du mauvais service la carte est moyenne.	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or225-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bistrot André - Grenoble	4.0	NE	Positive	NE	Excellent repas , le temps incertain n’a pas autorisé le jardin qu’on aime tant !  Nous reviendrons avec plaisir, comme chaque fois !	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r964836470-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Les Grands Buffets - Narbonne	4.0	NE	Positive	Positive	Un buffet avec des mets d’exceptions. Beaucoup de choix, des plats bien cuisinés. Le Jardin Hervé di Rosa permet de diner au calme. Personnel à l’écoute.	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r961453111-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
Les Terrasses de Lyon - Lyon	5.0	NE	Positive	Positive	Repas en famille pour un anniversaire.Accueil et service parfait, respect des gestes barrières et port du masque. Très bons plats (menu 4 plats). Visite des cuisines pour les enfants.Seul bémol : le sommelier s’est trompé sur la bouteille choisie et nous ne l’avons pas vu avant qu’elle soit ouverte. Le vin était bon mais le prix de la bouteille n’était pas le même.Une adresse à recommander pour la cuisine, le service et le cadre.	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r768397635-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Les Terrasses Poulard - Le Mont-Saint-Michel	3.0	NE	NE	NE	Terrasse pour touristes, mais ca fait du bien de s’y poser un instant après avoir traverser le Mont de long en large.	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r621958843-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
Les Jardins de Sainte-Cécile - Grenoble	3.0	NE	Positive	Négative	Cuisine sympa mais elle n’est pas mise en valeur par le service et le personnel… Les assiettes sont belles et soignées mais le restaurant n’est, de mon avis, plus à la hauteur de sa réputation.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2284818-r795692717-Les_Jardins_de_Sainte_Cecile-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Chalet la Pricaz - Montmin	5.0	NE	NE	Positive	Ce week end J' ai eu le plaisir de decouvrir cette endroit magique. La vue est certe incroyable mais j'ai été encore plus touché par cette petite serveuse au snack, un vrai soleil! Malgré la foule, elle reste professionnelle et elle prend même le temps de faire sourire ces clients tout en étant extrêmement efficace.  Aujourdhui un sourire ce n'est pas rien! J'aime dire quand les choses sont bien faites et j'irais même jusqu'à dire:  Charline est à la Pricaz,ce que Jésus est pour la planète!!! Un grand merci! Je reviendrais avec encore plus d'amis!Laure	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r765416913-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
La Belle Idée - Grenoble	4.0	NE	Neutre	NE	nous qui avons l'habitude de manger de la bonne cuisine française, pas vraiment de surprise mais rien de négatif	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r572494109-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Le Gratin Dauphinois - Grenoble	4.0	Positive	Positive	Positive	Nous sommes allez manger pour la 3e fois entre collègues. Avons tout particulièrement apprécié le service rapide et l'accueil très sympathique. Un service impeccable toujours avec le sourire. Cuisine excellente. Les gnocchis faits maison étaient un régal. La butternut en purée merveilleusement assaisonnée. On ressort rassasié tant l'assiette est copieuse. Addition légère. Un petit bémol s'il en faut,.. le tableau qui affiche les menus est un peu éloigné des tables du fond et donc illisible. peut-être une tablette per table serait bien ou alors un deuxième tableau au fond de la salle...à voir. On reviendra très vite avec plaisir.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r559827834-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Le Chalet Restaurant - Annecy	3.0	Négative	Positive	Positive	Globalement très bonne expérience on ne va pas mentir. Accueil chaleureux, bon choix de plats varié et de qualité, déco très sympa.  Par contre niveau prix c’est vraiment abusé.  Pour un plat travaillé et original pourquoi pas mais un reblochon fondu à 60€ sans charcuterie (supplément charcuterie pour 17€) ça fait quand même cher le fromage.  Pour les dessert nous avons passé notre tour au vu de la part de tarte myrtilles à 12€ !!!!  Même si encore une fois les produits sont de qualité, je ne trouve pas que ce soit justifié.  En revanche la carte des vins est plutôt  abordable et variée.  D’autres très bons resto à Annecy proposent les même produits nettement plus abordables.  Très bon resto mais pour les touristes. Pour ma part j’y ai très bien mangé mais je n’y reviendrai plus. Je préfère d’autres adresses.	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r959600524-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
La Fondue - Grenoble	5.0	NE	Positive	Positive	Un super moment avec un repas très copieux et en plus très bon  La fondue au chocolat c est un top top Les serveuses ont été extras sympa  Un resto que je recommande vivement	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718663-r469483301-La_Fondue-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bistrot André - Grenoble	5.0	NE	Positive	Positive	Excellent. Personnel agréable, repas et vins super, très bien accordés. Un très bon restaurant qui fait découvrir de nouvelles saveurs.	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r963541222-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Brasserie Georges - Lyon	4.0	NE	Positive	Positive	Nous y sommes allés le 25 à midi pour Noël, 6 adultes et un enfant de 2 ans.  Une salle magnifique, avec une histoire. Les serveurs sont souriants, à l'écoute, aimables !  Malgré les nombreuses tables la salle n'est pas trop bruyante et les tables assez espacées afin d'avoir une intimité. La nourriture est très bonne, servie en quantité, rien à dire !  Si vous aimez l'omelette Norvégienne elle est TRES grosse !	https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-or180-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Shunbun - Grenoble	4.0	Négative	NE	Positive	Très bon restaurant japonais sur Grenoble. Accueil très sympathique, service rapide. Choix variés mais note un peu élevée.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r508199590-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Shunbun - Grenoble	4.0	NE	Positive	Positive	Tres bien, bon et rapide. Service parfait et souriant. Climatisation intérieure bienvenue. Je recommande.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r499767778-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
